Cell_list	Type_list	Sector_list	EH84x_list	TT84x_list	CV94x_list	PT961_list	PT991_list	TT94x_list	TT961_list	R_list	Qs_list	Kv_list	nc_list	L_list
27L8_947	ARC	78	LQOAM_28L8_EH847.POSST	LQOAM_28L8_TT847.POSST	QRLAB_27L8_CV947.POSST	QRLAA_29L8_PT961.POSST	QRLAA_29L8_PT991.POSST	QRLAB_27L8_TT947.POSST	QRLAA_29L8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
27L8_943	ARC	78	LBARB_27L8_EH843.POSST	LBARB_27L8_TT843.POSST	QRLAB_27L8_CV943.POSST	QRLAF_25L8_PT961.POSST	QRLAF_25L8_PT991.POSST	QRLAB_27L8_TT943.POSST	QRLAF_25L8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
25L8_947	ARC	78	LQOAG_26L8_EH847.POSST	LQOAG_26L8_TT847.POSST	QRLAF_25L8_CV947.POSST	QRLAF_25L8_PT961.POSST	QRLAF_25L8_PT991.POSST	QRLAF_25L8_TT947.POSST	QRLAF_25L8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
25L8_943	ARC	78	LBARB_25L8_EH843.POSST	LBARB_25L8_TT843.POSST	QRLAF_25L8_CV943.POSST	QRLAF_25L8_PT961.POSST	QRLAF_25L8_PT991.POSST	QRLAF_25L8_TT943.POSST	QRLAF_25L8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
23L8_947	ARC	78	LQOAG_24L8_EH847.POSST	LQOAG_24L8_TT847.POSST	QRLAB_23L8_CV947.POSST	QRLAF_25L8_PT961.POSST	QRLAF_25L8_PT991.POSST	QRLAB_23L8_TT947.POSST	QRLAF_25L8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
23L8_943	ARC	78	LBARB_23L8_EH843.POSST	LBARB_23L8_TT843.POSST	QRLAB_23L8_CV943.POSST	QRLAA_21L8_PT961.POSST	QRLAA_21L8_PT991.POSST	QRLAB_23L8_TT943.POSST	QRLAA_21L8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
21L8_947	ARC	78	LQOAG_22L8_EH847.POSST	LQOAG_22L8_TT847.POSST	QRLAA_21L8_CV947.POSST	QRLAA_21L8_PT961.POSST	QRLAA_21L8_PT991.POSST	QRLAA_21L8_TT947.POSST	QRLAA_21L8_TT961.POSST	2.200000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
21L8_943	ARC	78	LBARB_21L8_EH843.POSST	LBARB_21L8_TT843.POSST	QRLAA_21L8_CV943.POSST	QRLAA_21L8_PT961.POSST	QRLAA_21L8_PT991.POSST	QRLAA_21L8_TT943.POSST	QRLAA_21L8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
19L8_947	ARC	78	LQATH_20L8_EH847.POSST	LQATH_20L8_TT847.POSST	QRLAB_19L8_CV947.POSST	QRLAA_21L8_PT961.POSST	QRLAA_21L8_PT991.POSST	QRLAB_19L8_TT947.POSST	QRLAA_21L8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
19L8_943	ARC	78	LBARB_19L8_EH843.POSST	LBARB_19L8_TT843.POSST	QRLAB_19L8_CV943.POSST	QRLAA_17L8_PT961.POSST	QRLAA_17L8_PT991.POSST	QRLAB_19L8_TT943.POSST	QRLAA_17L8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
17L8_947	ARC	78	LQATH_18L8_EH847.POSST	LQATH_18L8_TT847.POSST	QRLAA_17L8_CV947.POSST	QRLAA_17L8_PT961.POSST	QRLAA_17L8_PT991.POSST	QRLAA_17L8_TT947.POSST	QRLAA_17L8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
17L8_943	ARC	78	LBARB_17L8_EH843.POSST	LBARB_17L8_TT843.POSST	QRLAA_17L8_CV943.POSST	QRLAA_17L8_PT961.POSST	QRLAA_17L8_PT991.POSST	QRLAA_17L8_TT943.POSST	QRLAA_17L8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
15L8_947	ARC	78	LQATH_16L8_EH847.POSST	LQATH_16L8_TT847.POSST	QRLAB_15L8_CV947.POSST	QRLAA_17L8_PT961.POSST	QRLAA_17L8_PT991.POSST	QRLAB_15L8_TT947.POSST	QRLAA_17L8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
15L8_943	ARC	78	LBARB_15L8_EH843.POSST	LBARB_15L8_TT843.POSST	QRLAB_15L8_CV943.POSST	QRLAA_13L8_PT961.POSST	QRLAA_13L8_PT991.POSST	QRLAB_15L8_TT943.POSST	QRLAA_13L8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
13L8_947	ARC	78	LQATH_14L8_EH847.POSST	LQATH_14L8_TT847.POSST	QRLAA_13L8_CV947.POSST	QRLAA_13L8_PT961.POSST	QRLAA_13L8_PT991.POSST	QRLAA_13L8_TT947.POSST	QRLAA_13L8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
13L8_943	ARC	78	LBARB_13L8_EH843.POSST	LBARB_13L8_TT843.POSST	QRLAA_13L8_CV943.POSST	QRLAA_13L8_PT961.POSST	QRLAA_13L8_PT991.POSST	QRLAA_13L8_TT943.POSST	QRLAA_13L8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
11L8_947	ARC	78	LQATH_12L8_EH847.POSST	LQATH_12L8_TT847.POSST	QRLAB_11L8_CV947.POSST	QRLAA_13L8_PT961.POSST	QRLAA_13L8_PT991.POSST	QRLAB_11L8_TT947.POSST	QRLAA_13L8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
11L8_943	ARC	78	LBBRP_11L8_EH843.POSST	LBBRP_11L8_TT843.POSST	QRLAB_11L8_CV943.POSST	QRLBA_09L8_PT961.POSST	QRLBA_09L8_PT991.POSST	QRLAB_11L8_TT943.POSST	QRLBA_09L8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	4.500000e+01
09L8_947	ARC	78	LQNCE_10L8_EH847.POSST	LQNCE_10L8_TT847.POSST	QRLBA_09L8_CV947.POSST	QRLBA_09L8_PT961.POSST	QRLBA_09L8_PT991.POSST	QRLBA_09L8_TT947.POSST	QRLBA_09L8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	4.500000e+01
09L8_943	ARC	78	LBBRF_09L8_EH843.POSST	LBBRF_09L8_TT843.POSST	QRLBA_09L8_CV943.POSST	QRLBA_09L8_PT961.POSST	QRLBA_09L8_PT991.POSST	QRLBA_09L8_TT943.POSST	QRLBA_09L8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	4.500000e+01
07L8_947	LSS	78	LQNCE_08L8_EH847.POSST	LQNCE_08L8_TT847.POSST	QRLCF_07L8_CV947.POSST	QRLBA_09L8_PT961.POSST	QRLBA_09L8_PT991.POSST	QRLCF_07L8_TT947.POSST	QRLBA_09L8_TT961.POSST	5.000000e+01	7.000000e+00	2.200000e-01	4.000000e+00	4.000000e+01
07L8_945	LSS	78	LQNFI_07L8_EH845.POSST	LQNFI_07L8_TT845.POSST	QRLCF_07L8_CV945.POSST	QRLBA_09L8_PT961.POSST	QRLBA_09L8_PT991.POSST	QRLCF_07L8_TT945.POSST	QRLBA_09L8_TT961.POSST	5.000000e+01	7.000000e+00	2.200000e-01	4.000000e+00	1.350000e+01
06L8_947	LSS	78	LQNLB_06L8_EH847.POSST	LQNLB_06L8_TT847A.POSST	QRLEA_06L8_CV947.POSST	QRLEA_06L8_PT961.POSST	QRLEA_06L8_PT991.POSST	QRLEA_06L8_TT947.POSST	QRLEA_06L8_TT961.POSST	1.000000e+02	1.000000e+01	1.000000e-01	4.000000e+00	1.200000e+01
05L8_947	LSS	78	LQNMA_05L8_EH847.POSST	LQNMA_05L8_TT847A.POSST	QRLEA_05L8_CV947.POSST	QRLEA_05L8_PT961.POSST	QRLEA_05L8_PT991.POSST	QRLEA_05L8_TT947.POSST	QRLEA_05L8_TT961.POSST	1.000000e+02	0.000000e+00	5.000000e-02	4.000000e+00	1.295500e+01
04L8_947	LSS	78	LQYEB_04L8_EH847.POSST	LQYEB_04L8_TT847A.POSST	QRLFE_04L8_CV947.POSST	QRLFE_04L8_PT961.POSST	QRLFE_04L8_PT991.POSST	QRLFE_04L8_TT947.POSST	QRLFE_04L8_TT961.POSST	4.000000e+01	1.000000e+01	1.000000e-01	4.000000e+00	2.275500e+01
03L8_947	LSS	78	LQXAB_01L8_EH847.POSST	LQXAB_01L8_TT847A.POSST	QRLGF_03L8_CV947.POSST	QRLGF_03L8_PT961.POSST	QRLGF_03L8_PT991.POSST	QRLGF_03L8_TT947.POSST	QRLGF_03L8_TT961.POSST	3.000000e+01	5.500000e+00	2.600000e-01	2.000000e+00	4.500000e+01
03R8_947	LSS	81	LQXAA_01R8_EH847.POSST	LQXAA_01R8_TT847A.POSST	QRLGE_03R8_CV947.POSST	QRLGE_03R8_PT961.POSST	QRLGE_03R8_PT991.POSST	QRLGE_03R8_TT947.POSST	QRLGE_03R8_TT961.POSST	3.000000e+01	7.500000e+00	2.600000e-01	2.000000e+00	4.500000e+01
04R8_947	LSS	81	LQYED_04R8_EH847.POSST	LQYED_04R8_TT847A.POSST	QRLFF_04R8_CV947.POSST	QRLFF_04R8_PT961.POSST	QRLFF_04R8_PT991.POSST	QRLFF_04R8_TT947.POSST	QRLFF_04R8_TT961.POSST	4.000000e+01	7.000000e+00	1.000000e-01	4.000000e+00	2.275500e+01
05R8_947	LSS	81	LQYFC_05R8_EH847.POSST	LQYFC_05R8_TT847A.POSST	QRLEA_05R8_CV947.POSST	QRLEA_05R8_PT961.POSST	QRLEA_05R8_PT991.POSST	QRLEA_05R8_TT947.POSST	QRLEA_05R8_TT961.POSST	1.000000e+02	0.000000e+00	5.000000e-02	4.000000e+00	1.295500e+01
06R8_947	LSS	81	LQNLF_06R8_EH847.POSST	LQNLF_06R8_TT847A.POSST	QRLDE_06R8_CV947.POSST	QRLDE_06R8_PT961.POSST	QRLDE_06R8_PT991.POSST	QRLDE_06R8_TT947.POSST	QRLDE_06R8_TT961.POSST	5.000000e+01	1.000000e+01	1.200000e-01	4.000000e+00	1.200000e+01
07R8_947	LSS	81	LBBLF_08R8_EH843.POSST	LBBLF_08R8_TT843.POSST	QRLCA_07R8_CV943.POSST	QRLBA_09R8_PT961.POSST	QRLBA_09R8_PT991.POSST	QRLCA_07R8_TT947.POSST	QRLBA_09R8_TT961.POSST	3.000000e+01	7.000000e+00	2.200000e-01	4.000000e+00	4.000000e+01
09R8_947	ARC	81	LQNCB_08R8_EH847.POSST	LQNCB_08R8_TT847.POSST	QRLBA_09R8_CV947.POSST	QRLBA_09R8_PT961.POSST	QRLBA_09R8_PT991.POSST	QRLBA_09R8_TT947.POSST	QRLBA_09R8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	4.500000e+01
09R8_943	ARC	81	LBBLF_10R8_EH843.POSST	LBBLF_10R8_TT843.POSST	QRLBA_09R8_CV943.POSST	QRLBA_09R8_PT961.POSST	QRLBA_09R8_PT991.POSST	QRLBA_09R8_TT943.POSST	QRLBA_09R8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	4.500000e+01
11R8_947	ARC	81	LQNCB_10R8_EH847.POSST	LQNCB_10R8_TT847.POSST	QRLAB_11R8_CV947.POSST	QRLBA_09R8_PT961.POSST	QRLBA_09R8_PT991.POSST	QRLAB_11R8_TT947.POSST	QRLBA_09R8_TT961.POSST	4.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	4.500000e+01
11R8_943	ARC	81	LBALB_12R8_EH843.POSST	LBALB_12R8_TT843.POSST	QRLAB_11R8_CV943.POSST	QRLAA_13R8_PT961.POSST	QRLAA_13R8_PT991.POSST	QRLAB_11R8_TT943.POSST	QRLAA_13R8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
13R8_947	ARC	81	LQATI_12R8_EH847.POSST	LQATI_12R8_TT847.POSST	QRLAA_13R8_CV947.POSST	QRLAA_13R8_PT961.POSST	QRLAA_13R8_PT991.POSST	QRLAA_13R8_TT947.POSST	QRLAA_13R8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
13R8_943	ARC	81	LBALB_14R8_EH843.POSST	LBALB_14R8_TT843.POSST	QRLAA_13R8_CV943.POSST	QRLAA_13R8_PT961.POSST	QRLAA_13R8_PT991.POSST	QRLAA_13R8_TT943.POSST	QRLAA_13R8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
15R8_947	ARC	81	LQATI_14R8_EH847.POSST	LQATI_14R8_TT847.POSST	QRLAB_15R8_CV947.POSST	QRLAA_13R8_PT961.POSST	QRLAA_13R8_PT991.POSST	QRLAB_15R8_TT947.POSST	QRLAA_13R8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
15R8_943	ARC	81	LBALB_16R8_EH843.POSST	LBALB_16R8_TT843.POSST	QRLAB_15R8_CV943.POSST	QRLAA_17R8_PT961.POSST	QRLAA_17R8_PT991.POSST	QRLAB_15R8_TT943.POSST	QRLAA_17R8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
17R8_947	ARC	81	LQATI_16R8_EH847.POSST	LQATI_16R8_TT847.POSST	QRLAA_17R8_CV947.POSST	QRLAA_17R8_PT961.POSST	QRLAA_17R8_PT991.POSST	QRLAA_17R8_TT947.POSST	QRLAA_17R8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
17R8_943	ARC	81	LBALB_18R8_EH843.POSST	LBALB_18R8_TT843.POSST	QRLAA_17R8_CV943.POSST	QRLAA_17R8_PT961.POSST	QRLAA_17R8_PT991.POSST	QRLAA_17R8_TT943.POSST	QRLAA_17R8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
19R8_947	ARC	81	LQATI_18R8_EH847.POSST	LQATI_18R8_TT847.POSST	QRLAB_19R8_CV947.POSST	QRLAA_17R8_PT961.POSST	QRLAA_17R8_PT991.POSST	QRLAB_19R8_TT947.POSST	QRLAA_17R8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
19R8_943	ARC	81	LBALB_20R8_EH843.POSST	LBALB_20R8_TT843.POSST	QRLAB_19R8_CV943.POSST	QRLAA_21R8_PT961.POSST	QRLAA_21R8_PT991.POSST	QRLAB_19R8_TT943.POSST	QRLAA_21R8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
21R8_947	ARC	81	LQATI_20R8_EH847.POSST	LQATI_20R8_TT847.POSST	QRLAA_21R8_CV947.POSST	QRLAA_21R8_PT961.POSST	QRLAA_21R8_PT991.POSST	QRLAA_21R8_TT947.POSST	QRLAA_21R8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
21R8_943	ARC	81	LBALB_22R8_EH843.POSST	LBALB_22R8_TT843.POSST	QRLAA_21R8_CV943.POSST	QRLAA_21R8_PT961.POSST	QRLAA_21R8_PT991.POSST	QRLAA_21R8_TT943.POSST	QRLAA_21R8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
23R8_947	ARC	81	LQOAH_22R8_EH847.POSST	LQOAH_22R8_TT847.POSST	QRLAB_23R8_CV947.POSST	QRLAA_21R8_PT961.POSST	QRLAA_21R8_PT991.POSST	QRLAB_23R8_TT947.POSST	QRLAA_21R8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
23R8_943	ARC	81	LBALB_24R8_EH843.POSST	LBALB_24R8_TT843.POSST	QRLAB_23R8_CV943.POSST	QRLAA_25R8_PT961.POSST	QRLAA_25R8_PT991.POSST	QRLAB_23R8_TT943.POSST	QRLAA_25R8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
25R8_947	ARC	81	LQOAH_24R8_EH847.POSST	LQOAH_24R8_TT847.POSST	QRLAA_25R8_CV947.POSST	QRLAA_25R8_PT961.POSST	QRLAA_25R8_PT991.POSST	QRLAA_25R8_TT947.POSST	QRLAA_25R8_TT961.POSST	4.100000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
25R8_943	ARC	81	LBALB_26R8_EH843.POSST	LBALB_26R8_TT843.POSST	QRLAA_25R8_CV943.POSST	QRLAA_25R8_PT961.POSST	QRLAA_25R8_PT991.POSST	QRLAA_25R8_TT943.POSST	QRLAA_25R8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
27R8_947	ARC	81	LQOAH_26R8_EH847.POSST	LQOAH_26R8_TT847.POSST	QRLAB_27R8_CV947.POSST	QRLAA_25R8_PT961.POSST	QRLAA_25R8_PT991.POSST	QRLAB_27R8_TT947.POSST	QRLAA_25R8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
27R8_943	ARC	81	LBALB_28R8_EH843.POSST	LBALB_28R8_TT843.POSST	QRLAB_27R8_CV943.POSST	QRLAA_29R8_PT961.POSST	QRLAA_29R8_PT991.POSST	QRLAB_27R8_TT943.POSST	QRLAA_29R8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
29R8_947	ARC	81	LQOAH_28R8_EH847.POSST	LQOAH_28R8_TT847.POSST	QRLAA_29R8_CV947.POSST	QRLAA_29R8_PT961.POSST	QRLAA_29R8_PT991.POSST	QRLAA_29R8_TT947.POSST	QRLAA_29R8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
29R8_943	ARC	81	LBALB_30R8_EH843.POSST	LBALB_30R8_TT843.POSST	QRLAA_29R8_CV943.POSST	QRLAA_29R8_PT961.POSST	QRLAA_29R8_PT991.POSST	QRLAA_29R8_TT943.POSST	QRLAA_29R8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
31R8_947	ARC	81	LQOAN_30R8_EH847.POSST	LQOAN_30R8_TT847.POSST	QRLAC_31R8_CV947.POSST	QRLAA_29R8_PT961.POSST	QRLAA_29R8_PT991.POSST	QRLAC_31R8_TT947.POSST	QRLAA_29R8_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
31R8_943	ARC	81	LBALB_32R8_EH843.POSST	LBALB_32R8_TT843.POSST	QRLAC_31R8_CV943.POSST	QRLAA_33L1_PT961.POSST	QRLAA_33L1_PT991.POSST	QRLAC_31R8_TT943.POSST	QRLAA_33L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
33R8_947	ARC	81	LQOAH_32R8_EH847.POSST	LQOAH_32R8_TT847.POSST	QRLAD_33R8_CV947.POSST	QRLAA_33L1_PT961.POSST	QRLAA_33L1_PT991.POSST	QRLAD_33R8_TT947.POSST	QRLAA_33L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
33R8_943	ARC	81	LBALB_34R8_EH843.POSST	LBALB_34R8_TT843.POSST	QRLAD_33R8_CV943.POSST	QRLAA_33L1_PT961.POSST	QRLAA_33L1_PT991.POSST	QRLAD_33R8_TT943.POSST	QRLAA_33L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
33L1_947	ARC	81	LQOAN_34R8_EH847.POSST	LQOAN_34R8_TT847.POSST	QRLAA_33L1_CV947.POSST	QRLAA_33L1_PT961.POSST	QRLAA_33L1_PT991.POSST	QRLAA_33L1_TT947.POSST	QRLAA_33L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
33L1_943	ARC	81	LBALB_33L1_EH843.POSST	LBALB_33L1_TT843.POSST	QRLAA_33L1_CV943.POSST	QRLAA_33L1_PT961.POSST	QRLAA_33L1_PT991.POSST	QRLAA_33L1_TT943.POSST	QRLAA_33L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
31L1_947	ARC	81	LQOAN_32L1_EH847.POSST	LQOAN_32L1_TT847.POSST	QRLAB_31L1_CV947.POSST	QRLAA_33L1_PT961.POSST	QRLAA_33L1_PT991.POSST	QRLAB_31L1_TT947.POSST	QRLAA_33L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
31L1_943	ARC	81	LBALB_31L1_EH843.POSST	LBALB_31L1_TT843.POSST	QRLAB_31L1_CV943.POSST	QRLAA_29L1_PT961.POSST	QRLAA_29L1_PT991.POSST	QRLAB_31L1_TT943.POSST	QRLAA_29L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
29L1_947	ARC	81	LQOAH_30L1_EH847.POSST	LQOAH_30L1_TT847.POSST	QRLAA_29L1_CV947.POSST	QRLAA_29L1_PT961.POSST	QRLAA_29L1_PT991.POSST	QRLAA_29L1_TT947.POSST	QRLAA_29L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
29L1_943	ARC	81	LBALB_29L1_EH843.POSST	LBALB_29L1_TT843.POSST	QRLAA_29L1_CV943.POSST	QRLAA_29L1_PT961.POSST	QRLAA_29L1_PT991.POSST	QRLAA_29L1_TT943.POSST	QRLAA_29L1_TT961.POSST	4.400000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
27L1_947	ARC	81	LQOAN_28L1_EH847.POSST	LQOAN_28L1_TT847.POSST	QRLAB_27L1_CV947.POSST	QRLAA_29L1_PT961.POSST	QRLAA_29L1_PT991.POSST	QRLAB_27L1_TT947.POSST	QRLAA_29L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
27L1_943	ARC	81	LBALB_27L1_EH843.POSST	LBALB_27L1_TT843.POSST	QRLAB_27L1_CV943.POSST	QRLAA_25L1_PT961.POSST	QRLAA_25L1_PT991.POSST	QRLAB_27L1_TT943.POSST	QRLAA_25L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
25L1_947	ARC	81	LQOAH_26L1_EH847.POSST	LQOAH_26L1_TT847.POSST	QRLAA_25L1_CV947.POSST	QRLAA_25L1_PT961.POSST	QRLAA_25L1_PT991.POSST	QRLAA_25L1_TT947.POSST	QRLAA_25L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
25L1_943	ARC	81	LBALB_25L1_EH843.POSST	LBALB_25L1_TT843.POSST	QRLAA_25L1_CV943.POSST	QRLAA_25L1_PT961.POSST	QRLAA_25L1_PT991.POSST	QRLAA_25L1_TT943.POSST	QRLAA_25L1_TT961.POSST	4.200000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
23L1_947	ARC	81	LQOAH_24L1_EH847.POSST	LQOAH_24L1_TT847.POSST	QRLAB_23L1_CV947.POSST	QRLAA_25L1_PT961.POSST	QRLAA_25L1_PT991.POSST	QRLAB_23L1_TT947.POSST	QRLAA_25L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
23L1_943	ARC	81	LBALB_23L1_EH843.POSST	LBALB_23L1_TT843.POSST	QRLAB_23L1_CV943.POSST	QRLAA_21L1_PT961.POSST	QRLAA_21L1_PT991.POSST	QRLAB_23L1_TT943.POSST	QRLAA_21L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
21L1_947	ARC	81	LQOAH_22L1_EH847.POSST	LQOAH_22L1_TT847.POSST	QRLAA_21L1_CV947.POSST	QRLAA_21L1_PT961.POSST	QRLAA_21L1_PT991.POSST	QRLAA_21L1_TT947.POSST	QRLAA_21L1_TT961.POSST	6.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
21L1_943	ARC	81	LBALB_21L1_EH843.POSST	LBALB_21L1_TT843.POSST	QRLAA_21L1_CV943.POSST	QRLAA_21L1_PT961.POSST	QRLAA_21L1_PT991.POSST	QRLAA_21L1_TT943.POSST	QRLAA_21L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
19L1_947	ARC	81	LQATI_20L1_EH847.POSST	LQATI_20L1_TT847.POSST	QRLAB_19L1_CV947.POSST	QRLAA_21L1_PT961.POSST	QRLAA_21L1_PT991.POSST	QRLAB_19L1_TT947.POSST	QRLAA_21L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
19L1_943	ARC	81	LBALB_19L1_EH843.POSST	LBALB_19L1_TT843.POSST	QRLAB_19L1_CV943.POSST	QRLAA_17L1_PT961.POSST	QRLAA_17L1_PT991.POSST	QRLAB_19L1_TT943.POSST	QRLAA_17L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
17L1_947	ARC	81	LQATI_18L1_EH847.POSST	LQATI_18L1_TT847.POSST	QRLAA_17L1_CV947.POSST	QRLAA_17L1_PT961.POSST	QRLAA_17L1_PT991.POSST	QRLAA_17L1_TT947.POSST	QRLAA_17L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
17L1_943	ARC	81	LBALB_17L1_EH843.POSST	LBALB_17L1_TT843.POSST	QRLAA_17L1_CV943.POSST	QRLAA_17L1_PT961.POSST	QRLAA_17L1_PT991.POSST	QRLAA_17L1_TT943.POSST	QRLAA_17L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
15L1_947	ARC	81	LQATI_16L1_EH847.POSST	LQATI_16L1_TT847.POSST	QRLAB_15L1_CV947.POSST	QRLAA_17L1_PT961.POSST	QRLAA_17L1_PT991.POSST	QRLAB_15L1_TT947.POSST	QRLAA_17L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
15L1_943	ARC	81	LBALB_15L1_EH843.POSST	LBALB_15L1_TT843.POSST	QRLAB_15L1_CV943.POSST	QRLAA_13L1_PT961.POSST	QRLAA_13L1_PT991.POSST	QRLAB_15L1_TT943.POSST	QRLAA_13L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
13L1_947	ARC	81	LQATI_14L1_EH847.POSST	LQATI_14L1_TT847.POSST	QRLAA_13L1_CV947.POSST	QRLAA_13L1_PT961.POSST	QRLAA_13L1_PT991.POSST	QRLAA_13L1_TT947.POSST	QRLAA_13L1_TT961.POSST	3.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
