Cell_list	Type_list	Sector_list	EH84x_list	TT84x_list	CV94x_list	PT961_list	PT991_list	TT94x_list	TT961_list	R_list	Qs_list	Kv_list	nc_list	L_list
19R2_947	ARC	23	LQATI_18R2_EH847.POSST	LQATI_18R2_TT847.POSST	QRLAB_19R2_CV947.POSST	QRLAA_17R2_PT961.POSST	QRLAA_17R2_PT991.POSST	QRLAB_19R2_TT947.POSST	QRLAA_17R2_TT961.POSST	3.800000e+01	7.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
19R2_943	ARC	23	LBALB_20R2_EH843.POSST	LBALB_20R2_TT843.POSST	QRLAB_19R2_CV943.POSST	QRLAA_21R2_PT961.POSST	QRLAA_21R2_PT991.POSST	QRLAB_19R2_TT943.POSST	QRLAA_21R2_TT961.POSST	3.800000e+01	5.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
21R2_947	ARC	23	LQATI_20R2_EH847.POSST	LQATI_20R2_TT847.POSST	QRLAA_21R2_CV947.POSST	QRLAA_21R2_PT961.POSST	QRLAA_21R2_PT991.POSST	QRLAA_21R2_TT947.POSST	QRLAA_21R2_TT961.POSST	3.800000e+01	8.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
21R2_943	ARC	23	LBALB_22R2_EH843.POSST	LBALB_22R2_TT843.POSST	QRLAA_21R2_CV943.POSST	QRLAA_21R2_PT961.POSST	QRLAA_21R2_PT991.POSST	QRLAA_21R2_TT943.POSST	QRLAA_21R2_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
23R2_947	ARC	23	LQOAH_22R2_EH847.POSST	LQOAH_22R2_TT847.POSST	QRLAB_23R2_CV947.POSST	QRLAA_21R2_PT961.POSST	QRLAA_21R2_PT991.POSST	QRLAB_23R2_TT947.POSST	QRLAA_21R2_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
23R2_943	ARC	23	LBALB_24R2_EH843.POSST	LBALB_24R2_TT843.POSST	QRLAB_23R2_CV943.POSST	QRLAA_25R2_PT961.POSST	QRLAA_25R2_PT991.POSST	QRLAB_23R2_TT943.POSST	QRLAA_25R2_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
25R2_947	ARC	23	LQOAH_24R2_EH847.POSST	LQOAH_24R2_TT847.POSST	QRLAA_25R2_CV947.POSST	QRLAA_25R2_PT961.POSST	QRLAA_25R2_PT991.POSST	QRLAA_25R2_TT947.POSST	QRLAA_25R2_TT961.POSST	3.800000e+01	7.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
25R2_943	ARC	23	LBALB_26R2_EH843.POSST	LBALB_26R2_TT843.POSST	QRLAA_25R2_CV943.POSST	QRLAA_25R2_PT961.POSST	QRLAA_25R2_PT991.POSST	QRLAA_25R2_TT943.POSST	QRLAA_25R2_TT961.POSST	3.100000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
27R2_947	ARC	23	LQOAH_26R2_EH847.POSST	LQOAH_26R2_TT847.POSST	QRLAB_27R2_CV947.POSST	QRLAA_25R2_PT961.POSST	QRLAA_25R2_PT991.POSST	QRLAB_27R2_TT947.POSST	QRLAA_25R2_TT961.POSST	3.800000e+01	8.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
27R2_943	ARC	23	LBALB_28R2_EH843.POSST	LBALB_28R2_TT843.POSST	QRLAB_27R2_CV943.POSST	QRLAA_29R2_PT961.POSST	QRLAA_29R2_PT991.POSST	QRLAB_27R2_TT943.POSST	QRLAA_29R2_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
29R2_947	ARC	23	LQOAH_28R2_EH847.POSST	LQOAH_28R2_TT847.POSST	QRLAA_29R2_CV947.POSST	QRLAA_29R2_PT961.POSST	QRLAA_29R2_PT991.POSST	QRLAA_29R2_TT947.POSST	QRLAA_29R2_TT961.POSST	3.800000e+01	0.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
29R2_943	ARC	23	LBALB_30R2_EH843.POSST	LBALB_30R2_TT843.POSST	QRLAA_29R2_CV943.POSST	QRLAA_29R2_PT961.POSST	QRLAA_29R2_PT991.POSST	QRLAA_29R2_TT943.POSST	QRLAA_29R2_TT961.POSST	3.800000e+01	8.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
31R2_947	ARC	23	LQOAN_30R2_EH847.POSST	LQOAN_30R2_TT847.POSST	QRLAC_31R2_CV947.POSST	QRLAA_29R2_PT961.POSST	QRLAA_29R2_PT991.POSST	QRLAC_31R2_TT947.POSST	QRLAA_29R2_TT961.POSST	5.000000e+01	4.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
31R2_943	ARC	23	LBALB_32R2_EH843.POSST	LBALB_32R2_TT843.POSST	QRLAC_31R2_CV943.POSST	QRLAA_33L3_PT961.POSST	QRLAA_33L3_PT991.POSST	QRLAC_31R2_TT943.POSST	QRLAA_33L3_TT961.POSST	3.300000e+01	0.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
33R2_947	ARC	23	LQOAH_32R2_EH847.POSST	LQOAH_32R2_TT847.POSST	QRLAD_33R2_CV947.POSST	QRLAA_33L3_PT961.POSST	QRLAA_33L3_PT991.POSST	QRLAD_33R2_TT947.POSST	QRLAA_33L3_TT961.POSST	3.800000e+01	3.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
33R2_943	ARC	23	LBALB_34R2_EH843.POSST	LBALB_34R2_TT843.POSST	QRLAD_33R2_CV943.POSST	QRLAA_33L3_PT961.POSST	QRLAA_33L3_PT991.POSST	QRLAD_33R2_TT943.POSST	QRLAA_33L3_TT961.POSST	2.400000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
33L3_947	ARC	23	LQOAN_34R2_EH847.POSST	LQOAN_34R2_TT847.POSST	QRLAA_33L3_CV947.POSST	QRLAA_33L3_PT961.POSST	QRLAA_33L3_PT991.POSST	QRLAA_33L3_TT947.POSST	QRLAA_33L3_TT961.POSST	3.800000e+01	8.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
33L3_943	ARC	23	LBALB_33L3_EH843.POSST	LBALB_33L3_TT843.POSST	QRLAA_33L3_CV943.POSST	QRLAA_33L3_PT961.POSST	QRLAA_33L3_PT991.POSST	QRLAA_33L3_TT943.POSST	QRLAA_33L3_TT961.POSST	3.800000e+01	8.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
31L3_947	ARC	23	LQOAN_32L3_EH847.POSST	LQOAN_32L3_TT847.POSST	QRLAB_31L3_CV947.POSST	QRLAA_33L3_PT961.POSST	QRLAA_33L3_PT991.POSST	QRLAB_31L3_TT947.POSST	QRLAA_33L3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
31L3_943	ARC	23	LBALB_31L3_EH843.POSST	LBALB_31L3_TT843.POSST	QRLAB_31L3_CV943.POSST	QRLAA_29L3_PT961.POSST	QRLAA_29L3_PT991.POSST	QRLAB_31L3_TT943.POSST	QRLAA_29L3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
29L3_947	ARC	23	LQOAH_30L3_EH847.POSST	LQOAH_30L3_TT847.POSST	QRLAA_29L3_CV947.POSST	QRLAA_29L3_PT961.POSST	QRLAA_29L3_PT991.POSST	QRLAA_29L3_TT947.POSST	QRLAA_29L3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
29L3_943	ARC	23	LBALB_29L3_EH843.POSST	LBALB_29L3_TT843.POSST	QRLAA_29L3_CV943.POSST	QRLAA_29L3_PT961.POSST	QRLAA_29L3_PT991.POSST	QRLAA_29L3_TT943.POSST	QRLAA_29L3_TT961.POSST	3.800000e+01	9.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
27L3_947	ARC	23	LQOAN_28L3_EH847.POSST	LQOAN_28L3_TT847.POSST	QRLAB_27L3_CV947.POSST	QRLAA_29L3_PT961.POSST	QRLAA_29L3_PT991.POSST	QRLAB_27L3_TT947.POSST	QRLAA_29L3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
27L3_943	ARC	23	LBALB_27L3_EH843.POSST	LBALB_27L3_TT843.POSST	QRLAB_27L3_CV943.POSST	QRLAA_25L3_PT961.POSST	QRLAA_25L3_PT991.POSST	QRLAB_27L3_TT943.POSST	QRLAA_25L3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
25L3_947	ARC	23	LQOAH_26L3_EH847.POSST	LQOAH_26L3_TT847.POSST	QRLAA_25L3_CV947.POSST	QRLAA_25L3_PT961.POSST	QRLAA_25L3_PT991.POSST	QRLAA_25L3_TT947.POSST	QRLAA_25L3_TT961.POSST	3.800000e+01	3.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
25L3_943	ARC	23	LBALB_25L3_EH843.POSST	LBALB_25L3_TT843.POSST	QRLAA_25L3_CV943.POSST	QRLAA_25L3_PT961.POSST	QRLAA_25L3_PT991.POSST	QRLAA_25L3_TT943.POSST	QRLAA_25L3_TT961.POSST	3.800000e+01	3.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
23L3_947	ARC	23	LQOAH_24L3_EH847.POSST	LQOAH_24L3_TT847.POSST	QRLAB_23L3_CV947.POSST	QRLAA_25L3_PT961.POSST	QRLAA_25L3_PT991.POSST	QRLAB_23L3_TT947.POSST	QRLAA_25L3_TT961.POSST	3.800000e+01	3.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
23L3_943	ARC	23	LBALB_23L3_EH843.POSST	LBALB_23L3_TT843.POSST	QRLAB_23L3_CV943.POSST	QRLAA_21L3_PT961.POSST	QRLAA_21L3_PT991.POSST	QRLAB_23L3_TT943.POSST	QRLAA_21L3_TT961.POSST	3.800000e+01	4.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
21L3_947	ARC	23	LQOAH_22L3_EH847.POSST	LQOAH_22L3_TT847.POSST	QRLAA_21L3_CV947.POSST	QRLAA_21L3_PT961.POSST	QRLAA_21L3_PT991.POSST	QRLAA_21L3_TT947.POSST	QRLAA_21L3_TT961.POSST	3.800000e+01	0.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
21L3_943	ARC	23	LBALB_21L3_EH843.POSST	LBALB_21L3_TT843.POSST	QRLAA_21L3_CV943.POSST	QRLAA_21L3_PT961.POSST	QRLAA_21L3_PT991.POSST	QRLAA_21L3_TT943.POSST	QRLAA_21L3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
19L3_947	ARC	23	LQATI_20L3_EH847.POSST	LQATI_20L3_TT847.POSST	QRLAB_19L3_CV947.POSST	QRLAA_21L3_PT961.POSST	QRLAA_21L3_PT991.POSST	QRLAB_19L3_TT947.POSST	QRLAA_21L3_TT961.POSST	3.800000e+01	8.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
19L3_943	ARC	23	LBALB_19L3_EH843.POSST	LBALB_19L3_TT843.POSST	QRLAB_19L3_CV943.POSST	QRLAG_17L3_PT961.POSST	QRLAG_17L3_PT991.POSST	QRLAB_19L3_TT943.POSST	QRLAG_17L3_TT961.POSST	3.800000e+01	6.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
17L3_947	ARC	23	LQATI_18L3_EH847.POSST	LQATI_18L3_TT847.POSST	QRLAG_17L3_CV947.POSST	QRLAG_17L3_PT961.POSST	QRLAG_17L3_PT991.POSST	QRLAG_17L3_TT947.POSST	QRLAG_17L3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
17L3_943	ARC	23	LBALB_17L3_EH843.POSST	LBALB_17L3_TT843.POSST	QRLAG_17L3_CV943.POSST	QRLAG_17L3_PT961.POSST	QRLAG_17L3_PT991.POSST	QRLAG_17L3_TT943.POSST	QRLAG_17L3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
15L3_947	ARC	23	LQATI_16L3_EH847.POSST	LQATI_16L3_TT847.POSST	QRLAH_15L3_CV947.POSST	QRLAG_17L3_PT961.POSST	QRLAG_17L3_PT991.POSST	QRLAH_15L3_TT947.POSST	QRLAG_17L3_TT961.POSST	3.800000e+01	0.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
15L3_943	ARC	23	LBALB_15L3_EH843.POSST	LBALB_15L3_TT843.POSST	QRLAH_15L3_CV943.POSST	QRLAG_13L3_PT961.POSST	QRLAG_13L3_PT991.POSST	QRLAH_15L3_TT943.POSST	QRLAG_13L3_TT961.POSST	3.800000e+01	7.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
13L3_947	ARC	23	LQATI_14L3_EH847.POSST	LQATI_14L3_TT847.POSST	QRLAG_13L3_CV947.POSST	QRLAG_13L3_PT961.POSST	QRLAG_13L3_PT991.POSST	QRLAG_13L3_TT947.POSST	QRLAG_13L3_TT961.POSST	3.800000e+01	0.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
13L3_943	ARC	23	LBALB_13L3_EH843.POSST	LBALB_13L3_TT843.POSST	QRLAG_13L3_CV943.POSST	QRLAG_13L3_PT961.POSST	QRLAG_13L3_PT991.POSST	QRLAG_13L3_TT943.POSST	QRLAG_13L3_TT961.POSST	3.800000e+01	7.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
11L3_947	ARC	23	LQATI_12L3_EH847.POSST	LQATI_12L3_TT847.POSST	QRLAH_11L3_CV947.POSST	QRLAG_13L3_PT961.POSST	QRLAG_13L3_PT991.POSST	QRLAH_11L3_TT947.POSST	QRLAG_13L3_TT961.POSST	3.800000e+01	7.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
11L3_943	ARC	23	LBBLB_11L3_EH843.POSST	LBBLB_11L3_TT843.POSST	QRLAH_11L3_CV943.POSST	QRLBB_09L3_PT961.POSST	QRLBB_09L3_PT991.POSST	QRLAH_11L3_TT943.POSST	QRLBB_09L3_TT961.POSST	3.800000e+01	8.000000e+00	3.900000e-01	4.000000e+00	4.500000e+01
09L3_947	ARC	23	LQTBD_10L3_EH847.POSST	LQTBD_10L3_TT847.POSST	QRLBB_09L3_CV947.POSST	QRLBB_09L3_PT961.POSST	QRLBB_09L3_PT991.POSST	QRLBB_09L3_TT947.POSST	QRLBB_09L3_TT961.POSST	3.800000e+01	6.000000e+00	3.900000e-01	4.000000e+00	4.500000e+01
09L3_943	ARC	23	LBBLB_09L3_EH843.POSST	LBBLB_09L3_TT843.POSST	QRLBB_09L3_CV943.POSST	QRLBB_09L3_PT961.POSST	QRLBB_09L3_PT991.POSST	QRLBB_09L3_TT943.POSST	QRLBB_09L3_TT961.POSST	3.800000e+01	4.000000e+00	3.900000e-01	4.000000e+00	4.500000e+01
07L3_947	LSS	23	LQTBD_08L3_EH847.POSST	LQTBD_08L3_TT847.POSST	QRLCF_07L3_CV947.POSST	QRLBB_09L3_PT961.POSST	QRLBB_09L3_PT991.POSST	QRLCF_07L3_TT947.POSST	QRLBB_09L3_TT961.POSST	4.000000e+01	3.000000e+00	2.200000e-01	4.000000e+00	4.000000e+01
07L3_945	LSS	23	LQTAA_07L3_EH845.POSST	LQTAA_07L3_TT845.POSST	QRLCF_07L3_CV945.POSST	QRLBB_09L3_PT961.POSST	QRLBB_09L3_PT991.POSST	QRLCF_07L3_TT945.POSST	QRLBB_09L3_TT961.POSST	3.000000e+01	2.000000e+00	2.200000e-01	4.000000e+00	1.350000e+01
06L3_947	LSS	23	LQTFD_06L3_EH847.POSST	LQTFD_06L3_TT847A.POSST	QRLEA_06L3_CV947.POSST	QRLEA_06L3_PT961.POSST	QRLEA_06L3_PT991.POSST	QRLEA_06L3_TT947.POSST	QRLEA_06L3_TT961.POSST	1.000000e+02	1.200000e+01	1.000000e-01	4.000000e+00	1.200000e+01
06R3_947	LSS	34	LQTFC_06R3_EH847.POSST	LQTFC_06R3_TT847A.POSST	QRLEA_06R3_CV947.POSST	QRLEA_06R3_PT961.POSST	QRLEA_06R3_PT991.POSST	QRLEA_06R3_TT947.POSST	QRLEA_06R3_TT961.POSST	1.000000e+02	0.000000e+00	5.000000e-02	4.000000e+00	1.200000e+01
07R3_947	LSS	34	LBBLB_08R3_EH843.POSST	LBBLB_08R3_TT843.POSST	QRLCG_07R3_CV943.POSST	QRLBA_09R3_PT961.POSST	QRLBA_09R3_PT991.POSST	QRLCG_07R3_TT947.POSST	QRLBA_09R3_TT961.POSST	4.000000e+01	2.000000e+00	2.200000e-01	4.000000e+00	4.000000e+01
09R3_947	ARC	34	LQTBA_08R3_EH847.POSST	LQTBA_08R3_TT847.POSST	QRLBA_09R3_CV947.POSST	QRLBA_09R3_PT961.POSST	QRLBA_09R3_PT991.POSST	QRLBA_09R3_TT947.POSST	QRLBA_09R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	4.500000e+01
09R3_943	ARC	34	LBBLB_10R3_EH843.POSST	LBBLB_10R3_TT843.POSST	QRLBA_09R3_CV943.POSST	QRLBA_09R3_PT961.POSST	QRLBA_09R3_PT991.POSST	QRLBA_09R3_TT943.POSST	QRLBA_09R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	4.500000e+01
11R3_947	ARC	34	LQTBA_10R3_EH847.POSST	LQTBA_10R3_TT847.POSST	QRLAB_11R3_CV947.POSST	QRLBA_09R3_PT961.POSST	QRLBA_09R3_PT991.POSST	QRLAB_11R3_TT947.POSST	QRLBA_09R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	4.500000e+01
11R3_943	ARC	34	LBALB_12R3_EH843.POSST	LBALB_12R3_TT843.POSST	QRLAB_11R3_CV943.POSST	QRLAA_13R3_PT961.POSST	QRLAA_13R3_PT991.POSST	QRLAB_11R3_TT943.POSST	QRLAA_13R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
13R3_947	ARC	34	LQATS_12R3_EH847.POSST	LQATS_12R3_TT847.POSST	QRLAA_13R3_CV947.POSST	QRLAA_13R3_PT961.POSST	QRLAA_13R3_PT991.POSST	QRLAA_13R3_TT947.POSST	QRLAA_13R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
13R3_943	ARC	34	LBALB_14R3_EH843.POSST	LBALB_14R3_TT843.POSST	QRLAA_13R3_CV943.POSST	QRLAA_13R3_PT961.POSST	QRLAA_13R3_PT991.POSST	QRLAA_13R3_TT943.POSST	QRLAA_13R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
15R3_947	ARC	34	LQATS_14R3_EH847.POSST	LQATS_14R3_TT847.POSST	QRLAB_15R3_CV947.POSST	QRLAA_13R3_PT961.POSST	QRLAA_13R3_PT991.POSST	QRLAB_15R3_TT947.POSST	QRLAA_13R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
15R3_943	ARC	34	LBALB_16R3_EH843.POSST	LBALB_16R3_TT843.POSST	QRLAB_15R3_CV943.POSST	QRLAA_17R3_PT961.POSST	QRLAA_17R3_PT991.POSST	QRLAB_15R3_TT943.POSST	QRLAA_17R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
17R3_947	ARC	34	LQATS_16R3_EH847.POSST	LQATS_16R3_TT847.POSST	QRLAA_17R3_CV947.POSST	QRLAA_17R3_PT961.POSST	QRLAA_17R3_PT991.POSST	QRLAA_17R3_TT947.POSST	QRLAA_17R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
17R3_943	ARC	34	LBALB_18R3_EH843.POSST	LBALB_18R3_TT843.POSST	QRLAA_17R3_CV943.POSST	QRLAA_17R3_PT961.POSST	QRLAA_17R3_PT991.POSST	QRLAA_17R3_TT943.POSST	QRLAA_17R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
19R3_947	ARC	34	LQATS_18R3_EH847.POSST	LQATS_18R3_TT847.POSST	QRLAB_19R3_CV947.POSST	QRLAA_17R3_PT961.POSST	QRLAA_17R3_PT991.POSST	QRLAB_19R3_TT947.POSST	QRLAA_17R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
19R3_943	ARC	34	LBALB_20R3_EH843.POSST	LBALB_20R3_TT843.POSST	QRLAB_19R3_CV943.POSST	QRLAA_21R3_PT961.POSST	QRLAA_21R3_PT991.POSST	QRLAB_19R3_TT943.POSST	QRLAA_21R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
21R3_947	ARC	34	LQATS_20R3_EH847.POSST	LQATS_20R3_TT847.POSST	QRLAA_21R3_CV947.POSST	QRLAA_21R3_PT961.POSST	QRLAA_21R3_PT991.POSST	QRLAA_21R3_TT947.POSST	QRLAA_21R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
21R3_943	ARC	34	LBALB_22R3_EH843.POSST	LBALB_22R3_TT843.POSST	QRLAA_21R3_CV943.POSST	QRLAA_21R3_PT961.POSST	QRLAA_21R3_PT991.POSST	QRLAA_21R3_TT943.POSST	QRLAA_21R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
23R3_947	ARC	34	LQOBA_22R3_EH847.POSST	LQOBA_22R3_TT847.POSST	QRLAB_23R3_CV947.POSST	QRLAA_21R3_PT961.POSST	QRLAA_21R3_PT991.POSST	QRLAB_23R3_TT947.POSST	QRLAA_21R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
23R3_943	ARC	34	LBALB_24R3_EH843.POSST	LBALB_24R3_TT843.POSST	QRLAB_23R3_CV943.POSST	QRLAA_25R3_PT961.POSST	QRLAA_25R3_PT991.POSST	QRLAB_23R3_TT943.POSST	QRLAA_25R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
25R3_947	ARC	34	LQOBA_24R3_EH847.POSST	LQOBA_24R3_TT847.POSST	QRLAA_25R3_CV947.POSST	QRLAA_25R3_PT961.POSST	QRLAA_25R3_PT991.POSST	QRLAA_25R3_TT947.POSST	QRLAA_25R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
25R3_943	ARC	34	LBALB_26R3_EH843.POSST	LBALB_26R3_TT843.POSST	QRLAA_25R3_CV943.POSST	QRLAA_25R3_PT961.POSST	QRLAA_25R3_PT991.POSST	QRLAA_25R3_TT943.POSST	QRLAA_25R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
27R3_947	ARC	34	LQOBA_26R3_EH847.POSST	LQOBA_26R3_TT847.POSST	QRLAB_27R3_CV947.POSST	QRLAA_25R3_PT961.POSST	QRLAA_25R3_PT991.POSST	QRLAB_27R3_TT947.POSST	QRLAA_25R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
27R3_943	ARC	34	LBALB_28R3_EH843.POSST	LBALB_28R3_TT843.POSST	QRLAB_27R3_CV943.POSST	QRLAA_29R3_PT961.POSST	QRLAA_29R3_PT991.POSST	QRLAB_27R3_TT943.POSST	QRLAA_29R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
29R3_947	ARC	34	LQATS_28R3_EH847.POSST	LQATS_28R3_TT847.POSST	QRLAA_29R3_CV947.POSST	QRLAA_29R3_PT961.POSST	QRLAA_29R3_PT991.POSST	QRLAA_29R3_TT947.POSST	QRLAA_29R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
29R3_943	ARC	34	LBALB_30R3_EH843.POSST	LBALB_30R3_TT843.POSST	QRLAA_29R3_CV943.POSST	QRLAA_29R3_PT961.POSST	QRLAA_29R3_PT991.POSST	QRLAA_29R3_TT943.POSST	QRLAA_29R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
31R3_947	ARC	34	LQOBK_30R3_EH847.POSST	LQOBK_30R3_TT847.POSST	QRLAC_31R3_CV947.POSST	QRLAA_29R3_PT961.POSST	QRLAA_29R3_PT991.POSST	QRLAC_31R3_TT947.POSST	QRLAA_29R3_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
31R3_943	ARC	34	LBALB_32R3_EH843.POSST	LBALB_32R3_TT843.POSST	QRLAC_31R3_CV943.POSST	QRLAA_33L4_PT961.POSST	QRLAA_33L4_PT991.POSST	QRLAC_31R3_TT943.POSST	QRLAA_33L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
33R3_947	ARC	34	LQASH_32R3_EH847.POSST	LQASH_32R3_TT847.POSST	QRLAD_33R3_CV947.POSST	QRLAA_33L4_PT961.POSST	QRLAA_33L4_PT991.POSST	QRLAD_33R3_TT947.POSST	QRLAA_33L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
33R3_943	ARC	34	LBALB_34R3_EH843.POSST	LBALB_34R3_TT843.POSST	QRLAD_33R3_CV943.POSST	QRLAA_33L4_PT961.POSST	QRLAA_33L4_PT991.POSST	QRLAD_33R3_TT943.POSST	QRLAA_33L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
33L4_947	ARC	34	LQOBK_34R3_EH847.POSST	LQOBK_34R3_TT847.POSST	QRLAA_33L4_CV947.POSST	QRLAA_33L4_PT961.POSST	QRLAA_33L4_PT991.POSST	QRLAA_33L4_TT947.POSST	QRLAA_33L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
33L4_943	ARC	34	LBALB_33L4_EH843.POSST	LBALB_33L4_TT843.POSST	QRLAA_33L4_CV943.POSST	QRLAA_33L4_PT961.POSST	QRLAA_33L4_PT991.POSST	QRLAA_33L4_TT943.POSST	QRLAA_33L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
31L4_947	ARC	34	LQOBK_32L4_EH847.POSST	LQOBK_32L4_TT847.POSST	QRLAB_31L4_CV947.POSST	QRLAA_33L4_PT961.POSST	QRLAA_33L4_PT991.POSST	QRLAB_31L4_TT947.POSST	QRLAA_33L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
31L4_943	ARC	34	LBALB_31L4_EH843.POSST	LBALB_31L4_TT843.POSST	QRLAB_31L4_CV943.POSST	QRLAA_29L4_PT961.POSST	QRLAA_29L4_PT991.POSST	QRLAB_31L4_TT943.POSST	QRLAA_29L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
29L4_947	ARC	34	LQOBA_30L4_EH847.POSST	LQOBA_30L4_TT847.POSST	QRLAA_29L4_CV947.POSST	QRLAA_29L4_PT961.POSST	QRLAA_29L4_PT991.POSST	QRLAA_29L4_TT947.POSST	QRLAA_29L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
